Gene_ID,HGNC,Pathway_ID,Pathway_Name
8787,RGS9,hsa04744,Phototransduction - Homo sapiens (human)
8787,RGS9,hsa05030,Cocaine addiction - Homo sapiens (human)
9187,SLC24A1,hsa04744,Phototransduction - Homo sapiens (human)
9626,GUCA1C,hsa04744,Phototransduction - Homo sapiens (human)
162514,TRPV3,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
41,ASIC1,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
51802,ASIC5,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
55515,ASIC4,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
79054,TRPM8,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
8989,TRPA1,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
9311,ASIC3,hsa04750,Inflammatory mediator regulation of TRP channels - Homo sapiens (human)
10152,ABI2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
10787,NCKAP1,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
10787,NCKAP1,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
10787,NCKAP1,hsa05132,Salmonella infection - Homo sapiens (human)
10788,IQGAP2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
128239,IQGAP3,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
1730,DIAPH2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
1730,DIAPH2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
221178,SPATA13,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
2245,FGD1,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
23191,CYFIP1,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
23191,CYFIP1,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
23191,CYFIP1,hsa05132,Salmonella infection - Homo sapiens (human)
26999,CYFIP2,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
26999,CYFIP2,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
26999,CYFIP2,hsa05132,Salmonella infection - Homo sapiens (human)
28984,RGCC,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
3071,NCKAP1L,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
3071,NCKAP1L,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
3071,NCKAP1L,hsa05132,Salmonella infection - Homo sapiens (human)
3645,INSRR,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
3645,INSRR,hsa05215,Prostate cancer - Homo sapiens (human)
3681,ITGAD,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
3682,ITGAE,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
50649,ARHGEF4,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
51571,CYRIB,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
55845,BRK1,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
55845,BRK1,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
55845,BRK1,hsa05132,Salmonella infection - Homo sapiens (human)
7114,TMSB4X,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
81553,CYRIA,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
81624,DIAPH3,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
81624,DIAPH3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
8874,ARHGEF7,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
8874,ARHGEF7,hsa05135,Yersinia infection - Homo sapiens (human)
89846,FGD3,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
9087,TMSB4Y,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
9459,ARHGEF6,hsa04810,Regulation of actin cytoskeleton - Homo sapiens (human)
9459,ARHGEF6,hsa05212,Pancreatic cancer - Homo sapiens (human)
10112,KIF20A,hsa04814,Motor proteins - Homo sapiens (human)
10120,ACTR1B,hsa04814,Motor proteins - Homo sapiens (human)
10120,ACTR1B,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
10120,ACTR1B,hsa05016,Huntington disease - Homo sapiens (human)
10120,ACTR1B,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
10120,ACTR1B,hsa05132,Salmonella infection - Homo sapiens (human)
10121,ACTR1A,hsa04814,Motor proteins - Homo sapiens (human)
10121,ACTR1A,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
10121,ACTR1A,hsa05016,Huntington disease - Homo sapiens (human)
10121,ACTR1A,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
10121,ACTR1A,hsa05132,Salmonella infection - Homo sapiens (human)
10126,DNAL4,hsa04814,Motor proteins - Homo sapiens (human)
10126,DNAL4,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
10126,DNAL4,hsa05016,Huntington disease - Homo sapiens (human)
10126,DNAL4,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
10540,DCTN2,hsa04814,Motor proteins - Homo sapiens (human)
10540,DCTN2,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
10540,DCTN2,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
10540,DCTN2,hsa05016,Huntington disease - Homo sapiens (human)
10540,DCTN2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
10540,DCTN2,hsa05132,Salmonella infection - Homo sapiens (human)
1062,CENPE,hsa04814,Motor proteins - Homo sapiens (human)
10671,DCTN6,hsa04814,Motor proteins - Homo sapiens (human)
10671,DCTN6,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
10671,DCTN6,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
10671,DCTN6,hsa05016,Huntington disease - Homo sapiens (human)
10671,DCTN6,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
10671,DCTN6,hsa05132,Salmonella infection - Homo sapiens (human)
10749,KIF1C,hsa04814,Motor proteins - Homo sapiens (human)
11004,KIF2C,hsa04814,Motor proteins - Homo sapiens (human)
11258,DCTN3,hsa04814,Motor proteins - Homo sapiens (human)
11258,DCTN3,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
11258,DCTN3,hsa05016,Huntington disease - Homo sapiens (human)
11258,DCTN3,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
11258,DCTN3,hsa05132,Salmonella infection - Homo sapiens (human)
113220,KIF12,hsa04814,Motor proteins - Homo sapiens (human)
124602,KIF19,hsa04814,Motor proteins - Homo sapiens (human)
126820,DNAI3,hsa04814,Motor proteins - Homo sapiens (human)
127602,DNAH14,hsa04814,Motor proteins - Homo sapiens (human)
127602,DNAH14,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
127602,DNAH14,hsa05016,Huntington disease - Homo sapiens (human)
127602,DNAH14,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
140469,MYO3B,hsa04814,Motor proteins - Homo sapiens (human)
140735,DYNLL2,hsa04814,Motor proteins - Homo sapiens (human)
140735,DYNLL2,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
140735,DYNLL2,hsa05132,Salmonella infection - Homo sapiens (human)
146439,BICDL2,hsa04814,Motor proteins - Homo sapiens (human)
146754,DNAH2,hsa04814,Motor proteins - Homo sapiens (human)
146754,DNAH2,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
146754,DNAH2,hsa05016,Huntington disease - Homo sapiens (human)
146754,DNAH2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
146909,KIF18B,hsa04814,Motor proteins - Homo sapiens (human)
147700,KLC3,hsa04814,Motor proteins - Homo sapiens (human)
147700,KLC3,hsa05010,Alzheimer disease - Homo sapiens (human)
147700,KLC3,hsa05012,Parkinson disease - Homo sapiens (human)
147700,KLC3,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
147700,KLC3,hsa05016,Huntington disease - Homo sapiens (human)
147700,KLC3,hsa05020,Prion disease - Homo sapiens (human)
147700,KLC3,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
147700,KLC3,hsa05132,Salmonella infection - Homo sapiens (human)
1639,DCTN1,hsa04814,Motor proteins - Homo sapiens (human)
1639,DCTN1,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
1639,DCTN1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
1639,DCTN1,hsa05016,Huntington disease - Homo sapiens (human)
1639,DCTN1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
1639,DCTN1,hsa05132,Salmonella infection - Homo sapiens (human)
1767,DNAH5,hsa04814,Motor proteins - Homo sapiens (human)
1767,DNAH5,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
1767,DNAH5,hsa05016,Huntington disease - Homo sapiens (human)
1767,DNAH5,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
1768,DNAH6,hsa04814,Motor proteins - Homo sapiens (human)
1768,DNAH6,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
1768,DNAH6,hsa05016,Huntington disease - Homo sapiens (human)
1768,DNAH6,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
1769,DNAH8,hsa04814,Motor proteins - Homo sapiens (human)
1769,DNAH8,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
1769,DNAH8,hsa05016,Huntington disease - Homo sapiens (human)
1769,DNAH8,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
1770,DNAH9,hsa04814,Motor proteins - Homo sapiens (human)
1770,DNAH9,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
1770,DNAH9,hsa05016,Huntington disease - Homo sapiens (human)
1770,DNAH9,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
196385,DNAH10,hsa04814,Motor proteins - Homo sapiens (human)
196385,DNAH10,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
196385,DNAH10,hsa05016,Huntington disease - Homo sapiens (human)
196385,DNAH10,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
200132,DYNLT5,hsa04814,Motor proteins - Homo sapiens (human)
201625,DNAH12,hsa04814,Motor proteins - Homo sapiens (human)
201625,DNAH12,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
201625,DNAH12,hsa05016,Huntington disease - Homo sapiens (human)
201625,DNAH12,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
221458,KIF6,hsa04814,Motor proteins - Homo sapiens (human)
22920,KIFAP3,hsa04814,Motor proteins - Homo sapiens (human)
22989,MYH15,hsa04814,Motor proteins - Homo sapiens (human)
22989,MYH15,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
23026,MYO16,hsa04814,Motor proteins - Homo sapiens (human)
23046,KIF21B,hsa04814,Motor proteins - Homo sapiens (human)
23095,KIF1B,hsa04814,Motor proteins - Homo sapiens (human)
23303,KIF13B,hsa04814,Motor proteins - Homo sapiens (human)
24137,KIF4A,hsa04814,Motor proteins - Homo sapiens (human)
25981,DNAH1,hsa04814,Motor proteins - Homo sapiens (human)
25981,DNAH1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
25981,DNAH1,hsa05016,Huntington disease - Homo sapiens (human)
25981,DNAH1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
26153,KIF26A,hsa04814,Motor proteins - Homo sapiens (human)
27019,DNAI1,hsa04814,Motor proteins - Homo sapiens (human)
27019,DNAI1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
27019,DNAI1,hsa05016,Huntington disease - Homo sapiens (human)
27019,DNAI1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
27175,TUBG2,hsa04814,Motor proteins - Homo sapiens (human)
27175,TUBG2,hsa05165,Human papillomavirus infection - Homo sapiens (human)
283446,MYO1H,hsa04814,Motor proteins - Homo sapiens (human)
283446,MYO1H,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
285643,KIF4B,hsa04814,Motor proteins - Homo sapiens (human)
343521,DYNLT4,hsa04814,Motor proteins - Homo sapiens (human)
347240,KIF24,hsa04814,Motor proteins - Homo sapiens (human)
3796,KIF2A,hsa04814,Motor proteins - Homo sapiens (human)
3797,KIF3C,hsa04814,Motor proteins - Homo sapiens (human)
3801,KIFC3,hsa04814,Motor proteins - Homo sapiens (human)
3831,KLC1,hsa04814,Motor proteins - Homo sapiens (human)
3831,KLC1,hsa05010,Alzheimer disease - Homo sapiens (human)
3831,KLC1,hsa05012,Parkinson disease - Homo sapiens (human)
3831,KLC1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
3831,KLC1,hsa05016,Huntington disease - Homo sapiens (human)
3831,KLC1,hsa05020,Prion disease - Homo sapiens (human)
3831,KLC1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
3831,KLC1,hsa05132,Salmonella infection - Homo sapiens (human)
3832,KIF11,hsa04814,Motor proteins - Homo sapiens (human)
3833,KIFC1,hsa04814,Motor proteins - Homo sapiens (human)
3834,KIF25,hsa04814,Motor proteins - Homo sapiens (human)
3835,KIF22,hsa04814,Motor proteins - Homo sapiens (human)
3835,KIF22,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
399687,MYO18A,hsa04814,Motor proteins - Homo sapiens (human)
4430,MYO1B,hsa04814,Motor proteins - Homo sapiens (human)
4430,MYO1B,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4542,MYO1F,hsa04814,Motor proteins - Homo sapiens (human)
4542,MYO1F,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4619,MYH1,hsa04814,Motor proteins - Homo sapiens (human)
4619,MYH1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4620,MYH2,hsa04814,Motor proteins - Homo sapiens (human)
4620,MYH2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4621,MYH3,hsa04814,Motor proteins - Homo sapiens (human)
4621,MYH3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4622,MYH4,hsa04814,Motor proteins - Homo sapiens (human)
4622,MYH4,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4626,MYH8,hsa04814,Motor proteins - Homo sapiens (human)
4626,MYH8,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4632,MYL1,hsa04814,Motor proteins - Homo sapiens (human)
4632,MYL1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
4640,MYO1A,hsa04814,Motor proteins - Homo sapiens (human)
4640,MYO1A,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4641,MYO1C,hsa04814,Motor proteins - Homo sapiens (human)
4641,MYO1C,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4642,MYO1D,hsa04814,Motor proteins - Homo sapiens (human)
4642,MYO1D,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4643,MYO1E,hsa04814,Motor proteins - Homo sapiens (human)
4643,MYO1E,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4644,MYO5A,hsa04814,Motor proteins - Homo sapiens (human)
4644,MYO5A,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4645,MYO5B,hsa04814,Motor proteins - Homo sapiens (human)
4645,MYO5B,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4646,MYO6,hsa04814,Motor proteins - Homo sapiens (human)
4646,MYO6,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
4646,MYO6,hsa05132,Salmonella infection - Homo sapiens (human)
4647,MYO7A,hsa04814,Motor proteins - Homo sapiens (human)
4648,MYO7B,hsa04814,Motor proteins - Homo sapiens (human)
4649,MYO9A,hsa04814,Motor proteins - Homo sapiens (human)
4650,MYO9B,hsa04814,Motor proteins - Homo sapiens (human)
51164,DCTN4,hsa04814,Motor proteins - Homo sapiens (human)
51164,DCTN4,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
51164,DCTN4,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
51164,DCTN4,hsa05016,Huntington disease - Homo sapiens (human)
51164,DCTN4,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
51164,DCTN4,hsa05132,Salmonella infection - Homo sapiens (human)
51168,MYO15A,hsa04814,Motor proteins - Homo sapiens (human)
51174,TUBD1,hsa04814,Motor proteins - Homo sapiens (human)
51175,TUBE1,hsa04814,Motor proteins - Homo sapiens (human)
51626,DYNC2LI1,hsa04814,Motor proteins - Homo sapiens (human)
51626,DYNC2LI1,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
51626,DYNC2LI1,hsa05132,Salmonella infection - Homo sapiens (human)
53904,MYO3A,hsa04814,Motor proteins - Homo sapiens (human)
547,KIF1A,hsa04814,Motor proteins - Homo sapiens (human)
55083,KIF26B,hsa04814,Motor proteins - Homo sapiens (human)
55567,DNAH3,hsa04814,Motor proteins - Homo sapiens (human)
55567,DNAH3,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
55567,DNAH3,hsa05016,Huntington disease - Homo sapiens (human)
55567,DNAH3,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
55582,KIF27,hsa04814,Motor proteins - Homo sapiens (human)
55605,KIF21A,hsa04814,Motor proteins - Homo sapiens (human)
55614,KIF16B,hsa04814,Motor proteins - Homo sapiens (human)
55860,ACTR10,hsa04814,Motor proteins - Homo sapiens (human)
55860,ACTR10,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
55860,ACTR10,hsa05016,Huntington disease - Homo sapiens (human)
55860,ACTR10,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
55860,ACTR10,hsa05132,Salmonella infection - Homo sapiens (human)
55930,MYO5C,hsa04814,Motor proteins - Homo sapiens (human)
55930,MYO5C,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
56171,DNAH7,hsa04814,Motor proteins - Homo sapiens (human)
56171,DNAH7,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
56171,DNAH7,hsa05016,Huntington disease - Homo sapiens (human)
56171,DNAH7,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
56992,KIF15,hsa04814,Motor proteins - Homo sapiens (human)
57519,STARD9,hsa04814,Motor proteins - Homo sapiens (human)
57576,KIF17,hsa04814,Motor proteins - Homo sapiens (human)
57644,MYH7B,hsa04814,Motor proteins - Homo sapiens (human)
57644,MYH7B,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
58,ACTA1,hsa04814,Motor proteins - Homo sapiens (human)
58,ACTA1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
63971,KIF13A,hsa04814,Motor proteins - Homo sapiens (human)
64005,MYO1G,hsa04814,Motor proteins - Homo sapiens (human)
64005,MYO1G,hsa05130,Pathogenic Escherichia coli infection - Homo sapiens (human)
64147,KIF9,hsa04814,Motor proteins - Homo sapiens (human)
64446,DNAI2,hsa04814,Motor proteins - Homo sapiens (human)
64446,DNAI2,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
64446,DNAI2,hsa05016,Huntington disease - Homo sapiens (human)
64446,DNAI2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
64837,KLC2,hsa04814,Motor proteins - Homo sapiens (human)
64837,KLC2,hsa05010,Alzheimer disease - Homo sapiens (human)
64837,KLC2,hsa05012,Parkinson disease - Homo sapiens (human)
64837,KLC2,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
64837,KLC2,hsa05016,Huntington disease - Homo sapiens (human)
64837,KLC2,hsa05020,Prion disease - Homo sapiens (human)
64837,KLC2,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
64837,KLC2,hsa05132,Salmonella infection - Homo sapiens (human)
6990,DYNLT3,hsa04814,Motor proteins - Homo sapiens (human)
6990,DYNLT3,hsa05132,Salmonella infection - Homo sapiens (human)
6991,DYNLT2,hsa04814,Motor proteins - Homo sapiens (human)
6993,DYNLT1,hsa04814,Motor proteins - Homo sapiens (human)
6993,DYNLT1,hsa05132,Salmonella infection - Homo sapiens (human)
7135,TNNI1,hsa04814,Motor proteins - Homo sapiens (human)
7135,TNNI1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7136,TNNI2,hsa04814,Motor proteins - Homo sapiens (human)
7136,TNNI2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7138,TNNT1,hsa04814,Motor proteins - Homo sapiens (human)
7138,TNNT1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7140,TNNT3,hsa04814,Motor proteins - Homo sapiens (human)
7140,TNNT3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
7283,TUBG1,hsa04814,Motor proteins - Homo sapiens (human)
7283,TUBG1,hsa05165,Human papillomavirus infection - Homo sapiens (human)
7802,DNALI1,hsa04814,Motor proteins - Homo sapiens (human)
7802,DNALI1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
7802,DNALI1,hsa05016,Huntington disease - Homo sapiens (human)
7802,DNALI1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
79819,DNAI4,hsa04814,Motor proteins - Homo sapiens (human)
80022,MYO15B,hsa04814,Motor proteins - Homo sapiens (human)
80179,MYO19,hsa04814,Motor proteins - Homo sapiens (human)
81930,KIF18A,hsa04814,Motor proteins - Homo sapiens (human)
83544,DNAL1,hsa04814,Motor proteins - Homo sapiens (human)
83544,DNAL1,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
83544,DNAL1,hsa05016,Huntington disease - Homo sapiens (human)
83544,DNAL1,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
83657,DYNLRB2,hsa04814,Motor proteins - Homo sapiens (human)
83657,DYNLRB2,hsa05132,Salmonella infection - Homo sapiens (human)
83658,DYNLRB1,hsa04814,Motor proteins - Homo sapiens (human)
83658,DYNLRB1,hsa05132,Salmonella infection - Homo sapiens (human)
84376,HOOK3,hsa04814,Motor proteins - Homo sapiens (human)
84516,DCTN5,hsa04814,Motor proteins - Homo sapiens (human)
84516,DCTN5,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
84516,DCTN5,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
84516,DCTN5,hsa05016,Huntington disease - Homo sapiens (human)
84516,DCTN5,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
84516,DCTN5,hsa05132,Salmonella infection - Homo sapiens (human)
84643,KIF2B,hsa04814,Motor proteins - Homo sapiens (human)
84700,MYO18B,hsa04814,Motor proteins - Homo sapiens (human)
8632,DNAH17,hsa04814,Motor proteins - Homo sapiens (human)
8632,DNAH17,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
8632,DNAH17,hsa05016,Huntington disease - Homo sapiens (human)
8632,DNAH17,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
8655,DYNLL1,hsa04814,Motor proteins - Homo sapiens (human)
8655,DYNLL1,hsa04962,Vasopressin-regulated water reabsorption - Homo sapiens (human)
8655,DYNLL1,hsa05132,Salmonella infection - Homo sapiens (human)
8701,DNAH11,hsa04814,Motor proteins - Homo sapiens (human)
8701,DNAH11,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
8701,DNAH11,hsa05016,Huntington disease - Homo sapiens (human)
8701,DNAH11,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
8735,MYH13,hsa04814,Motor proteins - Homo sapiens (human)
8735,MYH13,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
89953,KLC4,hsa04814,Motor proteins - Homo sapiens (human)
89953,KLC4,hsa05010,Alzheimer disease - Homo sapiens (human)
89953,KLC4,hsa05012,Parkinson disease - Homo sapiens (human)
89953,KLC4,hsa05014,Amyotrophic lateral sclerosis - Homo sapiens (human)
89953,KLC4,hsa05016,Huntington disease - Homo sapiens (human)
89953,KLC4,hsa05020,Prion disease - Homo sapiens (human)
89953,KLC4,hsa05022,Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)
89953,KLC4,hsa05132,Salmonella infection - Homo sapiens (human)
90990,KIFC2,hsa04814,Motor proteins - Homo sapiens (human)
92558,BICDL1,hsa04814,Motor proteins - Homo sapiens (human)
9371,KIF3B,hsa04814,Motor proteins - Homo sapiens (human)
9493,KIF23,hsa04814,Motor proteins - Homo sapiens (human)
9493,KIF23,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
9585,KIF20B,hsa04814,Motor proteins - Homo sapiens (human)
9928,KIF14,hsa04814,Motor proteins - Homo sapiens (human)
10529,NEBL,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
10611,PDLIM5,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
11155,LDB3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
114793,FMNL2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
118461,C10orf71,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
127294,MYOM3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1289,COL5A1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1289,COL5A1,hsa04974,Protein digestion and absorption - Homo sapiens (human)
1290,COL5A2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1290,COL5A2,hsa04974,Protein digestion and absorption - Homo sapiens (human)
129446,XIRP2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1301,COL11A1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1301,COL11A1,hsa04974,Protein digestion and absorption - Homo sapiens (human)
1302,COL11A2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1302,COL11A2,hsa04974,Protein digestion and absorption - Homo sapiens (human)
137868,SGCZ,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
137868,SGCZ,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
137868,SGCZ,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
137868,SGCZ,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
137868,SGCZ,hsa05416,Viral myocarditis - Homo sapiens (human)
1465,CSRP1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1466,CSRP2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
161176,SYNE3,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
165904,XIRP1,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1674,DES,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1674,DES,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
1674,DES,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
1674,DES,hsa05414,Dilated cardiomyopathy - Homo sapiens (human)
171024,SYNPO2,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1756,DMD,hsa04820,Cytoskeleton in muscle cells - Homo sapiens (human)
1756,DMD,hsa05410,Hypertrophic cardiomyopathy - Homo sapiens (human)
1756,DMD,hsa05412,Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)
